alert_id,zone_id,zone_name,date,month,temperature_mean,humidity_mean,rainfall,drought_risk,alert_type,severity,message,recommended_action
405,2,Sfax,2025-04-26,4,19.9,68,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
406,2,Sfax,2025-04-27,4,18.7,71,0.1,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
407,2,Sfax,2025-04-30,4,17.6,78,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
408,2,Sfax,2025-05-01,5,19.7,71,0.1,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
409,2,Sfax,2025-05-02,5,20.8,62,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
410,2,Sfax,2025-05-03,5,20.8,67,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
411,2,Sfax,2025-05-04,5,22.0,70,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
412,2,Sfax,2025-05-05,5,22.0,67,0.2,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
413,2,Sfax,2025-05-06,5,21.4,58,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
414,2,Sfax,2025-05-07,5,21.0,59,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
415,2,Sfax,2025-05-08,5,21.0,68,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
416,2,Sfax,2025-05-09,5,21.8,64,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
417,2,Sfax,2025-05-10,5,21.0,67,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
418,2,Sfax,2025-05-11,5,24.4,61,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
419,2,Sfax,2025-05-13,5,21.2,72,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
420,2,Sfax,2025-05-16,5,20.3,63,0.1,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
421,2,Sfax,2025-05-17,5,20.5,64,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
422,2,Sfax,2025-05-18,5,23.0,64,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
423,2,Sfax,2025-05-19,5,25.7,55,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
424,2,Sfax,2025-05-20,5,25.7,60,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
425,2,Sfax,2025-05-21,5,22.8,60,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
426,2,Sfax,2025-05-22,5,22.4,66,0.3,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
427,2,Sfax,2025-05-23,5,22.6,58,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
428,2,Sfax,2025-05-25,5,20.8,56,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
429,2,Sfax,2025-05-26,5,21.3,56,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
430,2,Sfax,2025-05-27,5,22.6,65,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
431,2,Sfax,2025-05-28,5,23.1,60,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
432,2,Sfax,2025-05-29,5,24.9,52,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
433,2,Sfax,2025-05-30,5,24.3,42,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
434,2,Sfax,2025-05-31,5,23.0,51,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
435,2,Sfax,2025-06-01,6,22.2,58,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
436,2,Sfax,2025-06-02,6,21.9,66,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
437,2,Sfax,2025-06-03,6,23.3,73,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
438,2,Sfax,2025-06-04,6,26.0,65,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
439,2,Sfax,2025-06-05,6,25.8,65,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
440,2,Sfax,2025-06-06,6,25.4,60,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
441,2,Sfax,2025-06-07,6,26.1,55,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
442,2,Sfax,2025-06-08,6,26.9,52,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
443,2,Sfax,2025-06-09,6,26.9,53,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
444,2,Sfax,2025-06-10,6,26.4,56,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
445,2,Sfax,2025-06-11,6,24.8,63,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
446,2,Sfax,2025-06-12,6,24.2,71,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
447,2,Sfax,2025-06-13,6,26.0,66,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
448,2,Sfax,2025-06-14,6,26.9,55,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
449,2,Sfax,2025-06-15,6,27.4,57,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
450,2,Sfax,2025-06-16,6,27.9,57,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
451,2,Sfax,2025-06-17,6,29.0,48,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
452,2,Sfax,2025-06-18,6,27.0,61,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
453,2,Sfax,2025-06-19,6,26.4,58,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
454,2,Sfax,2025-06-20,6,26.7,56,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
455,2,Sfax,2025-06-21,6,27.0,55,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
456,2,Sfax,2025-06-22,6,26.8,60,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
457,2,Sfax,2025-06-23,6,27.4,61,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
458,2,Sfax,2025-06-24,6,27.7,56,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
459,2,Sfax,2025-06-25,6,28.6,57,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
460,2,Sfax,2025-06-26,6,28.9,57,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
461,2,Sfax,2025-06-27,6,28.5,55,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
462,2,Sfax,2025-06-28,6,30.6,46,0.0,high,High drought risk,High,The zone is exposed to high drought risk.,Prioritize drought-adapted products and irrigation solutions.
463,2,Sfax,2025-06-28,6,30.6,46,0.0,high,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
464,2,Sfax,2025-06-29,6,29.3,53,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
465,2,Sfax,2025-06-30,6,27.5,67,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
466,2,Sfax,2025-07-01,7,27.6,64,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
467,2,Sfax,2025-07-02,7,27.7,67,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
468,2,Sfax,2025-07-03,7,28.9,59,0.4,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
469,2,Sfax,2025-07-04,7,29.1,56,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
470,2,Sfax,2025-07-05,7,28.5,67,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
471,2,Sfax,2025-07-06,7,28.7,69,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
472,2,Sfax,2025-07-07,7,30.6,55,0.0,high,High drought risk,High,The zone is exposed to high drought risk.,Prioritize drought-adapted products and irrigation solutions.
473,2,Sfax,2025-07-07,7,30.6,55,0.0,high,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
474,2,Sfax,2025-07-08,7,31.7,49,0.0,high,High drought risk,High,The zone is exposed to high drought risk.,Prioritize drought-adapted products and irrigation solutions.
475,2,Sfax,2025-07-08,7,31.7,49,0.0,high,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
476,2,Sfax,2025-07-09,7,29.5,49,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
477,2,Sfax,2025-07-10,7,27.1,54,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
478,2,Sfax,2025-07-11,7,27.0,56,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
479,2,Sfax,2025-07-12,7,27.3,62,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
480,2,Sfax,2025-07-13,7,28.8,68,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
481,2,Sfax,2025-07-14,7,31.7,51,0.0,high,High drought risk,High,The zone is exposed to high drought risk.,Prioritize drought-adapted products and irrigation solutions.
482,2,Sfax,2025-07-14,7,31.7,51,0.0,high,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
483,2,Sfax,2025-07-15,7,29.7,49,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
484,2,Sfax,2025-07-16,7,29.7,52,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
485,2,Sfax,2025-07-17,7,29.6,48,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
486,2,Sfax,2025-07-18,7,29.5,53,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
487,2,Sfax,2025-07-19,7,28.2,73,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
488,2,Sfax,2025-07-20,7,29.7,68,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
489,2,Sfax,2025-07-21,7,34.4,43,0.0,high,High drought risk,High,The zone is exposed to high drought risk.,Prioritize drought-adapted products and irrigation solutions.
490,2,Sfax,2025-07-21,7,34.4,43,0.0,high,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
491,2,Sfax,2025-07-21,7,34.4,43,0.0,high,Heat stress,Medium,Temperature is high and may create crop stress.,Recommend climate-adapted products and field monitoring.
492,2,Sfax,2025-07-22,7,31.8,51,0.0,high,High drought risk,High,The zone is exposed to high drought risk.,Prioritize drought-adapted products and irrigation solutions.
493,2,Sfax,2025-07-22,7,31.8,51,0.0,high,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
494,2,Sfax,2025-07-23,7,30.5,52,0.0,high,High drought risk,High,The zone is exposed to high drought risk.,Prioritize drought-adapted products and irrigation solutions.
495,2,Sfax,2025-07-23,7,30.5,52,0.0,high,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
496,2,Sfax,2025-07-24,7,32.8,52,0.0,high,High drought risk,High,The zone is exposed to high drought risk.,Prioritize drought-adapted products and irrigation solutions.
497,2,Sfax,2025-07-24,7,32.8,52,0.0,high,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
498,2,Sfax,2025-07-24,7,32.8,52,0.0,high,Heat stress,Medium,Temperature is high and may create crop stress.,Recommend climate-adapted products and field monitoring.
499,2,Sfax,2025-07-25,7,33.6,49,0.0,high,High drought risk,High,The zone is exposed to high drought risk.,Prioritize drought-adapted products and irrigation solutions.
500,2,Sfax,2025-07-25,7,33.6,49,0.0,high,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
501,2,Sfax,2025-07-25,7,33.6,49,0.0,high,Heat stress,Medium,Temperature is high and may create crop stress.,Recommend climate-adapted products and field monitoring.
502,2,Sfax,2025-07-26,7,31.3,43,0.0,high,High drought risk,High,The zone is exposed to high drought risk.,Prioritize drought-adapted products and irrigation solutions.
503,2,Sfax,2025-07-26,7,31.3,43,0.0,high,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
504,2,Sfax,2025-07-27,7,28.4,47,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
505,2,Sfax,2025-07-28,7,28.6,46,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
506,2,Sfax,2025-07-29,7,28.0,50,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
507,2,Sfax,2025-07-30,7,27.1,49,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
508,2,Sfax,2025-07-31,7,26.8,51,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
509,2,Sfax,2025-08-01,8,27.2,66,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
510,2,Sfax,2025-08-02,8,28.3,67,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
511,2,Sfax,2025-08-03,8,28.0,62,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
512,2,Sfax,2025-08-04,8,27.8,53,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
513,2,Sfax,2025-08-05,8,26.5,55,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
514,2,Sfax,2025-08-06,8,26.5,61,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
515,2,Sfax,2025-08-07,8,27.0,61,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
516,2,Sfax,2025-08-08,8,27.1,63,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
517,2,Sfax,2025-08-09,8,27.2,64,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
518,2,Sfax,2025-08-10,8,28.1,56,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
519,2,Sfax,2025-08-11,8,28.8,50,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
520,2,Sfax,2025-08-12,8,28.5,55,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
521,2,Sfax,2025-08-13,8,27.8,67,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
522,2,Sfax,2025-08-18,8,28.4,68,0.1,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
523,2,Sfax,2025-08-19,8,27.8,74,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
524,2,Sfax,2025-08-20,8,30.7,63,0.0,high,High drought risk,High,The zone is exposed to high drought risk.,Prioritize drought-adapted products and irrigation solutions.
525,2,Sfax,2025-08-20,8,30.7,63,0.0,high,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
526,2,Sfax,2025-08-21,8,29.9,66,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
527,2,Sfax,2025-08-22,8,28.5,62,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
528,2,Sfax,2025-08-23,8,27.9,61,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
529,2,Sfax,2025-08-24,8,28.0,66,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
530,2,Sfax,2025-08-25,8,28.5,73,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
531,2,Sfax,2025-08-26,8,28.2,71,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
532,2,Sfax,2025-08-27,8,29.4,71,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
533,2,Sfax,2025-08-28,8,32.4,60,0.0,high,High drought risk,High,The zone is exposed to high drought risk.,Prioritize drought-adapted products and irrigation solutions.
534,2,Sfax,2025-08-28,8,32.4,60,0.0,high,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
535,2,Sfax,2025-08-28,8,32.4,60,0.0,high,Heat stress,Medium,Temperature is high and may create crop stress.,Recommend climate-adapted products and field monitoring.
536,2,Sfax,2025-08-30,8,28.3,70,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
537,2,Sfax,2025-08-31,8,27.4,57,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
538,2,Sfax,2025-09-01,9,28.6,70,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
539,2,Sfax,2025-09-02,9,28.4,74,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
540,2,Sfax,2025-09-03,9,27.2,58,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
541,2,Sfax,2025-09-04,9,26.6,64,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
542,2,Sfax,2025-09-05,9,27.4,67,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
543,2,Sfax,2025-09-06,9,26.9,66,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
544,2,Sfax,2025-09-07,9,29.2,69,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
545,2,Sfax,2025-09-08,9,29.1,68,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
546,2,Sfax,2025-09-09,9,29.6,67,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
547,2,Sfax,2025-09-10,9,31.2,55,0.0,high,High drought risk,High,The zone is exposed to high drought risk.,Prioritize drought-adapted products and irrigation solutions.
548,2,Sfax,2025-09-10,9,31.2,55,0.0,high,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
549,2,Sfax,2025-09-11,9,27.5,56,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
550,2,Sfax,2025-09-12,9,27.1,58,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
551,2,Sfax,2025-09-13,9,26.0,65,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
552,2,Sfax,2025-09-14,9,25.7,71,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
553,2,Sfax,2025-09-15,9,26.4,69,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
554,2,Sfax,2025-09-16,9,26.4,70,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
555,2,Sfax,2025-09-17,9,27.5,60,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
556,2,Sfax,2025-09-18,9,26.8,61,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
557,2,Sfax,2025-09-20,9,26.3,62,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
558,2,Sfax,2025-09-25,9,24.0,69,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
559,2,Sfax,2025-09-28,9,23.5,59,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
560,2,Sfax,2025-09-29,9,24.4,54,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
561,2,Sfax,2025-09-30,9,25.0,59,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
562,2,Sfax,2025-10-01,10,25.7,54,0.1,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
563,2,Sfax,2025-10-02,10,23.0,52,0.1,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
564,2,Sfax,2025-10-03,10,20.9,50,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
565,2,Sfax,2025-10-04,10,21.6,49,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
566,2,Sfax,2025-10-05,10,24.8,42,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
567,2,Sfax,2025-10-06,10,23.4,47,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
568,2,Sfax,2025-10-07,10,21.4,50,0.1,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
569,2,Sfax,2025-10-08,10,21.5,58,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
570,2,Sfax,2025-10-09,10,23.4,60,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
571,2,Sfax,2025-10-10,10,24.1,66,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
572,2,Sfax,2025-10-11,10,23.8,70,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
573,2,Sfax,2025-10-13,10,23.7,68,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
574,2,Sfax,2025-10-14,10,24.2,72,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
575,2,Sfax,2025-10-16,10,23.2,70,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
576,2,Sfax,2025-10-17,10,21.8,65,0.0,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
577,2,Sfax,2025-10-20,10,20.0,80,0.1,medium,Low rainfall,Medium,Rainfall is very low for a climate-sensitive zone.,Recommend irrigation products and soil moisture support.
