line_id,order_id,product_id,product_name,category,quantity,unit_price,line_total
405,154,29,Climate Smart Pack,Seeds,3,88.41,265.23
406,155,20,Greenhouse Pest Control,Fungicides,10,448.57,4485.7
407,155,24,Foliar Nutrition Mix,Pesticides,6,101.26,607.56
408,155,27,Irrigation Filter Pack,Fungicides,9,169.8,1528.2
409,155,10,Soil PH Corrector,Fertilizers,9,209.25,1883.25
410,156,16,Vegetable Root Stimulator,Soil treatment,6,399.05,2394.3
411,156,27,Irrigation Filter Pack,Fungicides,6,169.8,1018.8
412,156,1,NPK Fertilizer 20-20-20,Fertilizers,11,449.96,4949.56
413,157,20,Greenhouse Pest Control,Fungicides,8,448.57,3588.56
414,158,24,Foliar Nutrition Mix,Pesticides,10,101.26,1012.6
415,158,2,Organic Compost Mix,Soil treatment,8,42.11,336.88
416,159,5,Olive Tree Nutrient Pack,Irrigation products,1,434.59,434.59
417,159,27,Irrigation Filter Pack,Fungicides,10,169.8,1698.0
418,159,22,Mildew Protection Spray,Climate-adapted products,12,318.32,3819.84
419,159,8,Drip Irrigation Kit,Irrigation products,2,367.35,734.7
420,160,5,Olive Tree Nutrient Pack,Irrigation products,7,434.59,3042.13
421,160,14,Nitrogen Booster,Soil treatment,9,186.07,1674.63
422,160,23,Seed Germination Booster,Irrigation products,10,440.06,4400.6
423,160,7,Copper Fungicide,Soil treatment,8,109.29,874.32
424,161,18,Palm Tree Fertilizer,Fungicides,11,215.47,2370.17
425,161,11,Drought Shield Bio,Fungicides,8,99.86,798.88
426,162,15,Citrus Growth Formula,Seeds,9,175.8,1582.2
427,162,30,Bio Stimulant Plus,Climate-adapted products,6,201.87,1211.22
428,163,20,Greenhouse Pest Control,Fungicides,4,448.57,1794.28
429,163,16,Vegetable Root Stimulator,Soil treatment,5,399.05,1995.25
430,163,7,Copper Fungicide,Soil treatment,9,109.29,983.61
431,164,25,Micro Elements Pack,Fertilizers,4,439.08,1756.32
432,164,10,Soil PH Corrector,Fertilizers,12,209.25,2511.0
433,164,23,Seed Germination Booster,Irrigation products,12,440.06,5280.72
434,165,10,Soil PH Corrector,Fertilizers,11,209.25,2301.75
435,165,4,Wheat Seeds Resistant,Seeds,9,222.64,2003.76
436,165,19,Salinity Control Product,Soil treatment,7,128.4,898.8
437,166,10,Soil PH Corrector,Fertilizers,5,209.25,1046.25
438,166,2,Organic Compost Mix,Soil treatment,12,42.11,505.32
439,167,24,Foliar Nutrition Mix,Pesticides,4,101.26,405.04
440,167,16,Vegetable Root Stimulator,Soil treatment,9,399.05,3591.45
441,167,7,Copper Fungicide,Soil treatment,5,109.29,546.45
442,168,20,Greenhouse Pest Control,Fungicides,12,448.57,5382.84
443,169,21,Aphid Control Solution,Pesticides,1,122.98,122.98
444,169,8,Drip Irrigation Kit,Irrigation products,2,367.35,734.7
445,170,22,Mildew Protection Spray,Climate-adapted products,3,318.32,954.96
446,171,14,Nitrogen Booster,Soil treatment,8,186.07,1488.56
447,171,21,Aphid Control Solution,Pesticides,8,122.98,983.84
448,172,30,Bio Stimulant Plus,Climate-adapted products,2,201.87,403.74
449,173,30,Bio Stimulant Plus,Climate-adapted products,3,201.87,605.61
450,174,27,Irrigation Filter Pack,Fungicides,7,169.8,1188.6
451,175,29,Climate Smart Pack,Seeds,5,88.41,442.05
452,175,2,Organic Compost Mix,Soil treatment,10,42.11,421.1
453,175,1,NPK Fertilizer 20-20-20,Fertilizers,10,449.96,4499.6
454,176,29,Climate Smart Pack,Seeds,8,88.41,707.28
455,176,5,Olive Tree Nutrient Pack,Irrigation products,5,434.59,2172.95
456,176,28,Soil Moisture Sensor,Fertilizers,4,195.3,781.2
457,176,17,Cereal Yield Enhancer,Soil treatment,2,197.73,395.46
458,177,23,Seed Germination Booster,Irrigation products,12,440.06,5280.72
459,177,6,Anti-Fungal Treatment,Fertilizers,6,270.94,1625.64
460,177,1,NPK Fertilizer 20-20-20,Fertilizers,5,449.96,2249.8
461,178,20,Greenhouse Pest Control,Fungicides,11,448.57,4934.27
462,178,28,Soil Moisture Sensor,Fertilizers,7,195.3,1367.1
463,179,22,Mildew Protection Spray,Climate-adapted products,8,318.32,2546.56
464,179,4,Wheat Seeds Resistant,Seeds,6,222.64,1335.84
465,179,6,Anti-Fungal Treatment,Fertilizers,4,270.94,1083.76
466,179,5,Olive Tree Nutrient Pack,Irrigation products,1,434.59,434.59
467,180,11,Drought Shield Bio,Fungicides,12,99.86,1198.32
468,180,10,Soil PH Corrector,Fertilizers,10,209.25,2092.5
469,180,19,Salinity Control Product,Soil treatment,1,128.4,128.4
470,181,2,Organic Compost Mix,Soil treatment,2,42.11,84.22
471,181,22,Mildew Protection Spray,Climate-adapted products,8,318.32,2546.56
472,182,23,Seed Germination Booster,Irrigation products,5,440.06,2200.3
473,182,4,Wheat Seeds Resistant,Seeds,6,222.64,1335.84
474,182,21,Aphid Control Solution,Pesticides,10,122.98,1229.8
475,183,5,Olive Tree Nutrient Pack,Irrigation products,6,434.59,2607.54
476,183,15,Citrus Growth Formula,Seeds,7,175.8,1230.6
477,183,24,Foliar Nutrition Mix,Pesticides,12,101.26,1215.12
478,183,20,Greenhouse Pest Control,Fungicides,9,448.57,4037.13
479,184,25,Micro Elements Pack,Fertilizers,11,439.08,4829.88
480,184,8,Drip Irrigation Kit,Irrigation products,10,367.35,3673.5
481,185,3,Tomato Seeds Premium,Irrigation products,2,89.76,179.52
482,185,30,Bio Stimulant Plus,Climate-adapted products,1,201.87,201.87
483,185,19,Salinity Control Product,Soil treatment,9,128.4,1155.6
484,186,6,Anti-Fungal Treatment,Fertilizers,9,270.94,2438.46
485,186,11,Drought Shield Bio,Fungicides,8,99.86,798.88
486,187,3,Tomato Seeds Premium,Irrigation products,1,89.76,89.76
487,187,29,Climate Smart Pack,Seeds,8,88.41,707.28
488,187,17,Cereal Yield Enhancer,Soil treatment,3,197.73,593.19
489,187,15,Citrus Growth Formula,Seeds,9,175.8,1582.2
490,188,22,Mildew Protection Spray,Climate-adapted products,1,318.32,318.32
491,188,26,Crop Stress Reducer,Climate-adapted products,7,233.62,1635.34
492,188,10,Soil PH Corrector,Fertilizers,5,209.25,1046.25
493,188,24,Foliar Nutrition Mix,Pesticides,1,101.26,101.26
494,189,12,Humidity Control Spray,Fungicides,1,210.12,210.12
495,189,23,Seed Germination Booster,Irrigation products,2,440.06,880.12
496,189,3,Tomato Seeds Premium,Irrigation products,8,89.76,718.08
497,189,18,Palm Tree Fertilizer,Fungicides,1,215.47,215.47
498,190,25,Micro Elements Pack,Fertilizers,12,439.08,5268.96
499,190,21,Aphid Control Solution,Pesticides,11,122.98,1352.78
500,191,15,Citrus Growth Formula,Seeds,7,175.8,1230.6
501,191,28,Soil Moisture Sensor,Fertilizers,2,195.3,390.6
502,191,30,Bio Stimulant Plus,Climate-adapted products,11,201.87,2220.57
503,191,13,Potassium Booster,Fertilizers,11,143.54,1578.94
504,192,4,Wheat Seeds Resistant,Seeds,7,222.64,1558.48
505,192,6,Anti-Fungal Treatment,Fertilizers,9,270.94,2438.46
506,192,18,Palm Tree Fertilizer,Fungicides,3,215.47,646.41
507,193,15,Citrus Growth Formula,Seeds,9,175.8,1582.2
508,193,22,Mildew Protection Spray,Climate-adapted products,7,318.32,2228.24
509,193,24,Foliar Nutrition Mix,Pesticides,9,101.26,911.34
510,194,5,Olive Tree Nutrient Pack,Irrigation products,12,434.59,5215.08
511,194,9,Water Retention Granules,Pesticides,2,54.31,108.62
512,194,7,Copper Fungicide,Soil treatment,1,109.29,109.29
513,195,8,Drip Irrigation Kit,Irrigation products,4,367.35,1469.4
514,196,20,Greenhouse Pest Control,Fungicides,1,448.57,448.57
515,196,22,Mildew Protection Spray,Climate-adapted products,4,318.32,1273.28
516,196,23,Seed Germination Booster,Irrigation products,12,440.06,5280.72
517,196,28,Soil Moisture Sensor,Fertilizers,1,195.3,195.3
518,197,25,Micro Elements Pack,Fertilizers,1,439.08,439.08
519,197,28,Soil Moisture Sensor,Fertilizers,3,195.3,585.9
520,198,19,Salinity Control Product,Soil treatment,11,128.4,1412.4
521,198,20,Greenhouse Pest Control,Fungicides,6,448.57,2691.42
522,198,25,Micro Elements Pack,Fertilizers,4,439.08,1756.32
523,199,14,Nitrogen Booster,Soil treatment,5,186.07,930.35
524,199,10,Soil PH Corrector,Fertilizers,1,209.25,209.25
525,200,21,Aphid Control Solution,Pesticides,7,122.98,860.86
526,200,22,Mildew Protection Spray,Climate-adapted products,9,318.32,2864.88
527,201,26,Crop Stress Reducer,Climate-adapted products,7,233.62,1635.34
528,201,17,Cereal Yield Enhancer,Soil treatment,7,197.73,1384.11
529,201,11,Drought Shield Bio,Fungicides,3,99.86,299.58
530,201,23,Seed Germination Booster,Irrigation products,5,440.06,2200.3
531,202,8,Drip Irrigation Kit,Irrigation products,3,367.35,1102.05
532,202,28,Soil Moisture Sensor,Fertilizers,8,195.3,1562.4
533,202,10,Soil PH Corrector,Fertilizers,1,209.25,209.25
534,202,23,Seed Germination Booster,Irrigation products,9,440.06,3960.54
535,203,13,Potassium Booster,Fertilizers,5,143.54,717.7
536,203,8,Drip Irrigation Kit,Irrigation products,4,367.35,1469.4
537,204,28,Soil Moisture Sensor,Fertilizers,12,195.3,2343.6
538,204,12,Humidity Control Spray,Fungicides,4,210.12,840.48
539,204,3,Tomato Seeds Premium,Irrigation products,1,89.76,89.76
540,204,18,Palm Tree Fertilizer,Fungicides,5,215.47,1077.35
541,205,28,Soil Moisture Sensor,Fertilizers,2,195.3,390.6
542,206,16,Vegetable Root Stimulator,Soil treatment,6,399.05,2394.3
543,206,7,Copper Fungicide,Soil treatment,5,109.29,546.45
544,207,24,Foliar Nutrition Mix,Pesticides,8,101.26,810.08
545,208,13,Potassium Booster,Fertilizers,4,143.54,574.16
546,208,30,Bio Stimulant Plus,Climate-adapted products,9,201.87,1816.83
547,209,10,Soil PH Corrector,Fertilizers,9,209.25,1883.25
548,209,9,Water Retention Granules,Pesticides,8,54.31,434.48
549,209,12,Humidity Control Spray,Fungicides,8,210.12,1680.96
550,210,30,Bio Stimulant Plus,Climate-adapted products,6,201.87,1211.22
551,210,7,Copper Fungicide,Soil treatment,7,109.29,765.03
552,210,12,Humidity Control Spray,Fungicides,1,210.12,210.12
553,211,9,Water Retention Granules,Pesticides,9,54.31,488.79
554,212,5,Olive Tree Nutrient Pack,Irrigation products,4,434.59,1738.36
555,212,7,Copper Fungicide,Soil treatment,7,109.29,765.03
556,212,11,Drought Shield Bio,Fungicides,10,99.86,998.6
557,213,9,Water Retention Granules,Pesticides,8,54.31,434.48
558,213,25,Micro Elements Pack,Fertilizers,12,439.08,5268.96
559,213,27,Irrigation Filter Pack,Fungicides,11,169.8,1867.8
560,214,6,Anti-Fungal Treatment,Fertilizers,9,270.94,2438.46
561,214,5,Olive Tree Nutrient Pack,Irrigation products,8,434.59,3476.72
562,214,24,Foliar Nutrition Mix,Pesticides,3,101.26,303.78
563,215,27,Irrigation Filter Pack,Fungicides,2,169.8,339.6
564,216,3,Tomato Seeds Premium,Irrigation products,3,89.76,269.28
565,216,23,Seed Germination Booster,Irrigation products,1,440.06,440.06
566,217,20,Greenhouse Pest Control,Fungicides,11,448.57,4934.27
567,218,1,NPK Fertilizer 20-20-20,Fertilizers,9,449.96,4049.64
568,219,18,Palm Tree Fertilizer,Fungicides,9,215.47,1939.23
569,219,10,Soil PH Corrector,Fertilizers,12,209.25,2511.0
570,219,1,NPK Fertilizer 20-20-20,Fertilizers,11,449.96,4949.56
571,220,17,Cereal Yield Enhancer,Soil treatment,3,197.73,593.19
572,221,27,Irrigation Filter Pack,Fungicides,7,169.8,1188.6
573,221,12,Humidity Control Spray,Fungicides,2,210.12,420.24
574,221,9,Water Retention Granules,Pesticides,6,54.31,325.86
575,222,10,Soil PH Corrector,Fertilizers,2,209.25,418.5
576,222,22,Mildew Protection Spray,Climate-adapted products,11,318.32,3501.52
577,223,18,Palm Tree Fertilizer,Fungicides,1,215.47,215.47
578,223,16,Vegetable Root Stimulator,Soil treatment,12,399.05,4788.6
579,223,2,Organic Compost Mix,Soil treatment,3,42.11,126.33
580,223,21,Aphid Control Solution,Pesticides,2,122.98,245.96
581,224,19,Salinity Control Product,Soil treatment,9,128.4,1155.6
582,224,28,Soil Moisture Sensor,Fertilizers,1,195.3,195.3
583,224,4,Wheat Seeds Resistant,Seeds,4,222.64,890.56
584,225,9,Water Retention Granules,Pesticides,11,54.31,597.41
585,225,2,Organic Compost Mix,Soil treatment,5,42.11,210.55
586,225,30,Bio Stimulant Plus,Climate-adapted products,9,201.87,1816.83
587,225,3,Tomato Seeds Premium,Irrigation products,10,89.76,897.6
588,226,1,NPK Fertilizer 20-20-20,Fertilizers,3,449.96,1349.88
589,226,7,Copper Fungicide,Soil treatment,12,109.29,1311.48
590,226,19,Salinity Control Product,Soil treatment,7,128.4,898.8
591,227,19,Salinity Control Product,Soil treatment,7,128.4,898.8
592,227,27,Irrigation Filter Pack,Fungicides,11,169.8,1867.8
593,228,26,Crop Stress Reducer,Climate-adapted products,12,233.62,2803.44
594,228,23,Seed Germination Booster,Irrigation products,2,440.06,880.12
595,229,8,Drip Irrigation Kit,Irrigation products,10,367.35,3673.5
596,229,27,Irrigation Filter Pack,Fungicides,10,169.8,1698.0
597,229,3,Tomato Seeds Premium,Irrigation products,10,89.76,897.6
598,229,11,Drought Shield Bio,Fungicides,7,99.86,699.02
599,230,16,Vegetable Root Stimulator,Soil treatment,7,399.05,2793.35
600,230,8,Drip Irrigation Kit,Irrigation products,7,367.35,2571.45
601,230,12,Humidity Control Spray,Fungicides,3,210.12,630.36
602,230,18,Palm Tree Fertilizer,Fungicides,11,215.47,2370.17
603,231,26,Crop Stress Reducer,Climate-adapted products,2,233.62,467.24
604,231,8,Drip Irrigation Kit,Irrigation products,2,367.35,734.7
605,231,23,Seed Germination Booster,Irrigation products,5,440.06,2200.3
606,232,24,Foliar Nutrition Mix,Pesticides,6,101.26,607.56
607,232,13,Potassium Booster,Fertilizers,6,143.54,861.24
608,233,15,Citrus Growth Formula,Seeds,5,175.8,879.0
609,233,12,Humidity Control Spray,Fungicides,2,210.12,420.24
610,233,25,Micro Elements Pack,Fertilizers,3,439.08,1317.24
611,234,4,Wheat Seeds Resistant,Seeds,9,222.64,2003.76
612,234,1,NPK Fertilizer 20-20-20,Fertilizers,2,449.96,899.92
613,234,3,Tomato Seeds Premium,Irrigation products,10,89.76,897.6
614,234,12,Humidity Control Spray,Fungicides,10,210.12,2101.2
615,235,13,Potassium Booster,Fertilizers,9,143.54,1291.86
616,235,25,Micro Elements Pack,Fertilizers,4,439.08,1756.32
617,235,3,Tomato Seeds Premium,Irrigation products,10,89.76,897.6
618,235,24,Foliar Nutrition Mix,Pesticides,9,101.26,911.34
619,236,9,Water Retention Granules,Pesticides,5,54.31,271.55
620,236,10,Soil PH Corrector,Fertilizers,8,209.25,1674.0
621,237,14,Nitrogen Booster,Soil treatment,2,186.07,372.14
622,237,10,Soil PH Corrector,Fertilizers,6,209.25,1255.5
623,237,16,Vegetable Root Stimulator,Soil treatment,5,399.05,1995.25
624,238,15,Citrus Growth Formula,Seeds,3,175.8,527.4
625,238,4,Wheat Seeds Resistant,Seeds,5,222.64,1113.2
626,239,26,Crop Stress Reducer,Climate-adapted products,6,233.62,1401.72
627,239,28,Soil Moisture Sensor,Fertilizers,7,195.3,1367.1
628,239,11,Drought Shield Bio,Fungicides,11,99.86,1098.46
629,239,15,Citrus Growth Formula,Seeds,10,175.8,1758.0
630,240,16,Vegetable Root Stimulator,Soil treatment,3,399.05,1197.15
631,240,11,Drought Shield Bio,Fungicides,7,99.86,699.02
632,241,19,Salinity Control Product,Soil treatment,7,128.4,898.8
633,241,26,Crop Stress Reducer,Climate-adapted products,5,233.62,1168.1
634,241,8,Drip Irrigation Kit,Irrigation products,7,367.35,2571.45
635,241,11,Drought Shield Bio,Fungicides,6,99.86,599.16
636,242,22,Mildew Protection Spray,Climate-adapted products,9,318.32,2864.88
637,242,25,Micro Elements Pack,Fertilizers,1,439.08,439.08
638,243,27,Irrigation Filter Pack,Fungicides,7,169.8,1188.6
639,243,23,Seed Germination Booster,Irrigation products,11,440.06,4840.66
640,243,3,Tomato Seeds Premium,Irrigation products,8,89.76,718.08
641,244,22,Mildew Protection Spray,Climate-adapted products,7,318.32,2228.24
642,244,5,Olive Tree Nutrient Pack,Irrigation products,7,434.59,3042.13
643,244,23,Seed Germination Booster,Irrigation products,2,440.06,880.12
644,245,18,Palm Tree Fertilizer,Fungicides,12,215.47,2585.64
645,245,17,Cereal Yield Enhancer,Soil treatment,7,197.73,1384.11
646,245,30,Bio Stimulant Plus,Climate-adapted products,9,201.87,1816.83
647,245,28,Soil Moisture Sensor,Fertilizers,1,195.3,195.3
648,246,4,Wheat Seeds Resistant,Seeds,4,222.64,890.56
649,247,19,Salinity Control Product,Soil treatment,11,128.4,1412.4
650,248,4,Wheat Seeds Resistant,Seeds,9,222.64,2003.76
651,248,1,NPK Fertilizer 20-20-20,Fertilizers,12,449.96,5399.52
652,248,9,Water Retention Granules,Pesticides,9,54.31,488.79
653,248,8,Drip Irrigation Kit,Irrigation products,9,367.35,3306.15
654,249,12,Humidity Control Spray,Fungicides,11,210.12,2311.32
655,249,13,Potassium Booster,Fertilizers,10,143.54,1435.4
656,249,15,Citrus Growth Formula,Seeds,12,175.8,2109.6
657,249,25,Micro Elements Pack,Fertilizers,9,439.08,3951.72
658,250,4,Wheat Seeds Resistant,Seeds,2,222.64,445.28
659,250,10,Soil PH Corrector,Fertilizers,2,209.25,418.5
660,250,14,Nitrogen Booster,Soil treatment,12,186.07,2232.84
661,250,30,Bio Stimulant Plus,Climate-adapted products,3,201.87,605.61
662,251,17,Cereal Yield Enhancer,Soil treatment,6,197.73,1186.38
663,251,16,Vegetable Root Stimulator,Soil treatment,8,399.05,3192.4
664,252,11,Drought Shield Bio,Fungicides,12,99.86,1198.32
665,252,3,Tomato Seeds Premium,Irrigation products,2,89.76,179.52
666,252,10,Soil PH Corrector,Fertilizers,1,209.25,209.25
667,252,2,Organic Compost Mix,Soil treatment,6,42.11,252.66
668,253,17,Cereal Yield Enhancer,Soil treatment,9,197.73,1779.57
669,253,6,Anti-Fungal Treatment,Fertilizers,3,270.94,812.82
670,254,8,Drip Irrigation Kit,Irrigation products,3,367.35,1102.05
671,254,26,Crop Stress Reducer,Climate-adapted products,3,233.62,700.86
672,254,13,Potassium Booster,Fertilizers,11,143.54,1578.94
673,254,21,Aphid Control Solution,Pesticides,11,122.98,1352.78
674,255,15,Citrus Growth Formula,Seeds,7,175.8,1230.6
675,255,19,Salinity Control Product,Soil treatment,7,128.4,898.8
676,256,25,Micro Elements Pack,Fertilizers,2,439.08,878.16
677,256,23,Seed Germination Booster,Irrigation products,10,440.06,4400.6
678,256,26,Crop Stress Reducer,Climate-adapted products,2,233.62,467.24
679,257,15,Citrus Growth Formula,Seeds,5,175.8,879.0
680,257,4,Wheat Seeds Resistant,Seeds,11,222.64,2449.04
681,258,20,Greenhouse Pest Control,Fungicides,2,448.57,897.14
682,258,13,Potassium Booster,Fertilizers,6,143.54,861.24
683,258,19,Salinity Control Product,Soil treatment,6,128.4,770.4
684,259,30,Bio Stimulant Plus,Climate-adapted products,2,201.87,403.74
685,259,20,Greenhouse Pest Control,Fungicides,11,448.57,4934.27
686,259,19,Salinity Control Product,Soil treatment,3,128.4,385.2
687,260,6,Anti-Fungal Treatment,Fertilizers,6,270.94,1625.64
688,261,19,Salinity Control Product,Soil treatment,7,128.4,898.8
689,261,13,Potassium Booster,Fertilizers,3,143.54,430.62
690,262,18,Palm Tree Fertilizer,Fungicides,8,215.47,1723.76
691,262,6,Anti-Fungal Treatment,Fertilizers,5,270.94,1354.7
692,263,20,Greenhouse Pest Control,Fungicides,1,448.57,448.57
693,263,2,Organic Compost Mix,Soil treatment,8,42.11,336.88
694,263,28,Soil Moisture Sensor,Fertilizers,3,195.3,585.9
695,263,12,Humidity Control Spray,Fungicides,4,210.12,840.48
696,264,14,Nitrogen Booster,Soil treatment,8,186.07,1488.56
697,264,22,Mildew Protection Spray,Climate-adapted products,8,318.32,2546.56
698,264,16,Vegetable Root Stimulator,Soil treatment,3,399.05,1197.15
699,264,23,Seed Germination Booster,Irrigation products,2,440.06,880.12
700,265,10,Soil PH Corrector,Fertilizers,5,209.25,1046.25
701,265,2,Organic Compost Mix,Soil treatment,4,42.11,168.44
702,266,19,Salinity Control Product,Soil treatment,9,128.4,1155.6
703,266,24,Foliar Nutrition Mix,Pesticides,9,101.26,911.34
704,266,25,Micro Elements Pack,Fertilizers,2,439.08,878.16
705,266,16,Vegetable Root Stimulator,Soil treatment,10,399.05,3990.5
706,267,18,Palm Tree Fertilizer,Fungicides,1,215.47,215.47
707,267,27,Irrigation Filter Pack,Fungicides,12,169.8,2037.6
708,267,25,Micro Elements Pack,Fertilizers,8,439.08,3512.64
709,268,24,Foliar Nutrition Mix,Pesticides,11,101.26,1113.86
710,269,15,Citrus Growth Formula,Seeds,5,175.8,879.0
711,270,25,Micro Elements Pack,Fertilizers,4,439.08,1756.32
712,271,6,Anti-Fungal Treatment,Fertilizers,4,270.94,1083.76
713,271,20,Greenhouse Pest Control,Fungicides,4,448.57,1794.28
714,271,5,Olive Tree Nutrient Pack,Irrigation products,1,434.59,434.59
715,271,26,Crop Stress Reducer,Climate-adapted products,10,233.62,2336.2
716,272,11,Drought Shield Bio,Fungicides,5,99.86,499.3
717,272,23,Seed Germination Booster,Irrigation products,5,440.06,2200.3
718,273,5,Olive Tree Nutrient Pack,Irrigation products,7,434.59,3042.13
719,274,23,Seed Germination Booster,Irrigation products,3,440.06,1320.18
720,274,28,Soil Moisture Sensor,Fertilizers,4,195.3,781.2
721,275,25,Micro Elements Pack,Fertilizers,11,439.08,4829.88
722,275,27,Irrigation Filter Pack,Fungicides,7,169.8,1188.6
723,276,21,Aphid Control Solution,Pesticides,8,122.98,983.84
724,276,14,Nitrogen Booster,Soil treatment,2,186.07,372.14
725,276,13,Potassium Booster,Fertilizers,11,143.54,1578.94
726,277,23,Seed Germination Booster,Irrigation products,6,440.06,2640.36
727,277,30,Bio Stimulant Plus,Climate-adapted products,8,201.87,1614.96
728,277,29,Climate Smart Pack,Seeds,8,88.41,707.28
729,278,24,Foliar Nutrition Mix,Pesticides,8,101.26,810.08
730,279,7,Copper Fungicide,Soil treatment,5,109.29,546.45
731,279,14,Nitrogen Booster,Soil treatment,6,186.07,1116.42
732,279,27,Irrigation Filter Pack,Fungicides,5,169.8,849.0
733,279,16,Vegetable Root Stimulator,Soil treatment,6,399.05,2394.3
734,280,26,Crop Stress Reducer,Climate-adapted products,1,233.62,233.62
735,280,11,Drought Shield Bio,Fungicides,1,99.86,99.86
736,280,29,Climate Smart Pack,Seeds,2,88.41,176.82
737,280,22,Mildew Protection Spray,Climate-adapted products,11,318.32,3501.52
738,281,15,Citrus Growth Formula,Seeds,7,175.8,1230.6
739,281,1,NPK Fertilizer 20-20-20,Fertilizers,4,449.96,1799.84
740,282,3,Tomato Seeds Premium,Irrigation products,5,89.76,448.8
741,282,21,Aphid Control Solution,Pesticides,2,122.98,245.96
742,282,12,Humidity Control Spray,Fungicides,6,210.12,1260.72
743,283,24,Foliar Nutrition Mix,Pesticides,4,101.26,405.04
744,283,23,Seed Germination Booster,Irrigation products,7,440.06,3080.42
745,283,25,Micro Elements Pack,Fertilizers,11,439.08,4829.88
746,284,16,Vegetable Root Stimulator,Soil treatment,3,399.05,1197.15
747,284,3,Tomato Seeds Premium,Irrigation products,10,89.76,897.6
748,285,1,NPK Fertilizer 20-20-20,Fertilizers,12,449.96,5399.52
749,286,23,Seed Germination Booster,Irrigation products,4,440.06,1760.24
750,286,5,Olive Tree Nutrient Pack,Irrigation products,7,434.59,3042.13
751,286,16,Vegetable Root Stimulator,Soil treatment,2,399.05,798.1
752,286,3,Tomato Seeds Premium,Irrigation products,12,89.76,1077.12
753,287,5,Olive Tree Nutrient Pack,Irrigation products,3,434.59,1303.77
754,287,13,Potassium Booster,Fertilizers,11,143.54,1578.94
755,287,25,Micro Elements Pack,Fertilizers,11,439.08,4829.88
756,288,20,Greenhouse Pest Control,Fungicides,11,448.57,4934.27
757,289,21,Aphid Control Solution,Pesticides,3,122.98,368.94
758,289,24,Foliar Nutrition Mix,Pesticides,7,101.26,708.82
759,290,3,Tomato Seeds Premium,Irrigation products,2,89.76,179.52
760,290,29,Climate Smart Pack,Seeds,3,88.41,265.23
761,291,14,Nitrogen Booster,Soil treatment,3,186.07,558.21
762,291,11,Drought Shield Bio,Fungicides,4,99.86,399.44
763,291,26,Crop Stress Reducer,Climate-adapted products,5,233.62,1168.1
764,292,25,Micro Elements Pack,Fertilizers,11,439.08,4829.88
765,292,23,Seed Germination Booster,Irrigation products,5,440.06,2200.3
766,292,1,NPK Fertilizer 20-20-20,Fertilizers,4,449.96,1799.84
767,293,10,Soil PH Corrector,Fertilizers,4,209.25,837.0
768,293,21,Aphid Control Solution,Pesticides,8,122.98,983.84
769,293,2,Organic Compost Mix,Soil treatment,7,42.11,294.77
770,293,26,Crop Stress Reducer,Climate-adapted products,2,233.62,467.24
771,294,17,Cereal Yield Enhancer,Soil treatment,1,197.73,197.73
772,295,12,Humidity Control Spray,Fungicides,8,210.12,1680.96
773,295,18,Palm Tree Fertilizer,Fungicides,2,215.47,430.94
774,295,22,Mildew Protection Spray,Climate-adapted products,1,318.32,318.32
775,295,6,Anti-Fungal Treatment,Fertilizers,10,270.94,2709.4
776,296,30,Bio Stimulant Plus,Climate-adapted products,1,201.87,201.87
777,297,14,Nitrogen Booster,Soil treatment,11,186.07,2046.77
778,297,23,Seed Germination Booster,Irrigation products,9,440.06,3960.54
779,297,13,Potassium Booster,Fertilizers,9,143.54,1291.86
780,297,3,Tomato Seeds Premium,Irrigation products,10,89.76,897.6
781,298,17,Cereal Yield Enhancer,Soil treatment,4,197.73,790.92
782,299,10,Soil PH Corrector,Fertilizers,12,209.25,2511.0
783,300,30,Bio Stimulant Plus,Climate-adapted products,7,201.87,1413.09
784,301,10,Soil PH Corrector,Fertilizers,11,209.25,2301.75
785,302,23,Seed Germination Booster,Irrigation products,3,440.06,1320.18
786,302,1,NPK Fertilizer 20-20-20,Fertilizers,8,449.96,3599.68
787,303,6,Anti-Fungal Treatment,Fertilizers,12,270.94,3251.28
788,303,12,Humidity Control Spray,Fungicides,5,210.12,1050.6
789,303,5,Olive Tree Nutrient Pack,Irrigation products,12,434.59,5215.08
790,304,9,Water Retention Granules,Pesticides,10,54.31,543.1
791,304,17,Cereal Yield Enhancer,Soil treatment,11,197.73,2175.03
792,304,3,Tomato Seeds Premium,Irrigation products,2,89.76,179.52
793,304,23,Seed Germination Booster,Irrigation products,8,440.06,3520.48
794,305,28,Soil Moisture Sensor,Fertilizers,3,195.3,585.9
795,305,19,Salinity Control Product,Soil treatment,5,128.4,642.0
796,305,6,Anti-Fungal Treatment,Fertilizers,2,270.94,541.88
797,305,12,Humidity Control Spray,Fungicides,10,210.12,2101.2
798,306,2,Organic Compost Mix,Soil treatment,1,42.11,42.11
799,307,30,Bio Stimulant Plus,Climate-adapted products,1,201.87,201.87
800,307,5,Olive Tree Nutrient Pack,Irrigation products,9,434.59,3911.31
801,307,6,Anti-Fungal Treatment,Fertilizers,12,270.94,3251.28
802,307,28,Soil Moisture Sensor,Fertilizers,12,195.3,2343.6
803,308,30,Bio Stimulant Plus,Climate-adapted products,2,201.87,403.74
804,308,24,Foliar Nutrition Mix,Pesticides,10,101.26,1012.6
805,308,11,Drought Shield Bio,Fungicides,6,99.86,599.16
806,308,9,Water Retention Granules,Pesticides,2,54.31,108.62
807,309,8,Drip Irrigation Kit,Irrigation products,9,367.35,3306.15
